list_user_id,list_song_id,date_time_listened
2573,4077,2021-06-02 12:47:41
2593,2560,2023-12-02 08:36:44
3653,2834,2011-02-07 14:52:36
4051,5672,2020-05-04 04:05:15
1210,4108,2013-10-02 06:35:15
1967,5432,2023-04-30 13:14:02
2341,4034,2020-05-20 06:52:03
4459,3543,2021-08-11 05:15:31
3658,3589,2025-10-16 16:05:57
2382,4602,2025-11-15 03:09:33
3024,3140,2011-02-28 13:08:45
4177,5003,2018-02-06 01:33:59
4398,3364,2010-11-21 14:53:30
2649,4417,2011-06-01 13:00:45
2168,4180,2022-10-22 18:34:14
2496,5077,2013-06-17 00:02:31
4069,3694,2025-06-12 02:42:09
1174,4325,2022-08-18 18:33:23
429,3561,2024-01-13 22:56:58
4885,5298,2021-07-16 18:42:44
1503,4966,2014-05-24 17:13:56
2549,4240,2010-08-21 17:05:16
4796,5855,2016-02-27 22:03:32
1720,2997,2014-07-13 20:16:46
645,3146,2017-02-19 16:00:16
470,6473,2014-05-04 08:37:11
4205,5596,2025-08-28 22:42:02
2563,4401,2023-05-26 15:12:29
2823,3732,2014-05-16 19:06:42
2348,4464,2020-04-25 04:18:16
2529,3498,2023-05-21 14:08:33
540,5173,2016-11-11 05:50:49
4180,5081,2012-08-10 13:48:33
2115,4174,2012-05-21 23:57:56
4305,4194,2018-07-24 14:54:14
4893,5420,2019-01-26 20:39:19
1229,5613,2012-11-14 04:16:27
3304,5324,2014-03-24 05:40:18
200,3996,2025-10-10 16:33:28
3764,5026,2025-11-21 23:30:01
3023,4627,2015-12-28 15:02:12
3745,5692,2010-06-24 20:03:02
741,4156,2012-02-09 11:49:58
3960,4275,2021-06-05 17:21:45
3324,5160,2025-09-05 03:51:29
1863,5267,2023-10-02 18:52:07
1423,3503,2021-08-07 02:31:23
2668,4644,2021-12-22 10:24:38
3430,3941,2023-11-23 11:15:06
3906,3999,2014-08-16 20:32:35
3588,6415,2014-01-27 02:06:33
4209,4348,2019-10-24 14:30:56
3895,5771,2015-11-18 21:05:36
2220,4388,2014-12-27 15:45:38
3915,3280,2017-08-10 14:09:23
4156,4707,2024-08-01 10:02:43
2253,4422,2011-10-16 10:07:53
3659,5345,2022-10-19 07:17:51
2901,4549,2022-07-29 07:13:20
1273,3308,2011-03-05 20:32:25
1443,4848,2023-01-21 07:08:04
3580,3619,2012-04-20 07:07:59
3634,4492,2021-10-13 13:31:15
2626,4798,2016-11-13 09:33:02
1621,4592,2012-07-25 20:39:34
2417,4300,2016-09-20 01:53:46
212,4935,2020-03-03 18:14:57
2548,4323,2020-08-20 13:03:14
1800,3709,2012-01-06 20:40:19
4887,4085,2015-06-26 08:41:08
1051,3806,2023-06-18 22:10:50
755,5489,2024-05-05 17:48:39
4002,2622,2025-02-14 08:53:59
1376,4649,2025-12-21 13:13:00
1468,4236,2015-07-05 08:41:44
2425,4119,2018-07-02 01:19:17
2567,5162,2015-12-10 06:58:02
1201,4664,2016-08-08 16:57:25
3322,6486,2018-10-04 07:23:44
339,3717,2015-12-09 09:08:37
743,3951,2021-11-18 09:41:03
2344,4252,2017-10-20 20:23:42
1027,4712,2014-06-29 05:07:39
613,4449,2014-10-24 09:24:45
3661,4127,2011-06-27 20:03:14
2846,5299,2022-10-19 12:13:43
2252,2643,2020-04-30 08:26:12
2435,4677,2012-06-26 02:06:45
3937,4251,2021-04-27 02:16:33
112,4115,2013-04-27 18:43:01
4835,3280,2018-10-18 18:19:51
1862,4323,2014-08-07 09:53:40
432,3972,2021-09-18 19:08:16
3417,4426,2016-10-16 03:41:58
1781,4642,2012-04-02 11:37:31
3986,3636,2024-09-11 06:58:11
2616,3860,2025-05-05 03:31:03
4998,5820,2013-09-15 04:11:20
3983,2503,2016-04-26 19:19:09
721,4407,2015-08-29 05:32:53
1114,4091,2017-09-11 08:07:34
4389,3578,2011-05-14 14:46:53
2861,5276,2015-09-04 14:32:45
327,3476,2017-07-26 08:03:18
970,5448,2016-04-10 06:47:07
829,4636,2023-12-11 18:46:58
4645,4925,2015-01-13 16:53:00
2610,4529,2012-01-25 11:34:10
1975,3368,2025-01-18 02:05:01
120,4288,2013-03-11 07:13:56
2030,4758,2022-04-12 23:01:19
3625,5019,2014-07-04 03:31:11
3459,5182,2014-04-02 17:48:09
1321,4334,2013-05-21 12:32:43
1445,4578,2015-09-18 09:18:11
4788,3806,2021-08-09 17:24:46
4734,3699,2021-01-12 11:49:08
2934,4471,2020-12-05 17:53:07
4152,4615,2024-01-20 23:49:04
4010,4214,2024-11-29 21:39:24
4257,4361,2017-12-06 16:32:15
4933,3286,2017-08-04 10:53:11
2940,5351,2022-03-30 19:55:02
3663,4891,2025-04-04 17:56:40
1709,3768,2013-07-06 05:34:43
2206,4764,2021-03-26 02:08:08
4867,5073,2017-12-17 15:01:55
1796,3843,2018-12-13 12:55:41
3415,6587,2012-04-08 16:51:31
35,4693,2018-11-17 14:32:05
4505,5192,2012-07-24 16:07:03
281,4406,2024-03-29 16:02:10
2746,3194,2019-07-25 15:57:40
3708,4791,2016-09-02 02:36:58
4297,4960,2016-11-03 20:44:10
4494,4094,2022-04-24 16:47:21
1720,3853,2017-02-25 23:06:04
2294,5360,2010-03-07 15:54:13
2102,4241,2011-03-27 09:28:25
2924,3379,2013-01-11 23:20:09
3462,5201,2015-10-13 23:44:49
4904,4961,2025-03-26 13:53:07
3666,4990,2018-08-03 20:31:54
31,5125,2022-01-26 04:32:11
2329,3754,2023-09-11 00:16:20
2608,5538,2022-02-06 13:13:36
433,5395,2013-05-18 22:46:19
1140,4355,2024-12-14 03:47:03
2686,4308,2017-10-20 08:59:28
2083,3629,2020-05-16 21:22:44
4748,4085,2020-08-19 02:44:31
2172,3497,2020-08-22 14:55:19
682,4415,2024-12-18 22:48:41
1490,4085,2020-06-14 20:55:44
427,4685,2025-12-06 02:53:22
1957,5530,2012-05-06 03:22:43
2389,5988,2012-04-16 14:29:49
1855,4787,2017-03-23 18:48:42
3113,4813,2025-10-01 16:59:06
3742,4797,2023-01-16 07:08:18
3033,4292,2018-07-05 13:47:37
2774,4729,2013-11-14 20:09:22
4969,4330,2023-05-22 14:17:37
3419,3554,2013-05-13 12:22:24
1791,5104,2015-07-31 03:26:03
2869,4684,2010-11-18 15:58:11
1864,5066,2015-01-29 11:31:34
4106,5115,2010-10-12 20:24:31
4467,3463,2018-08-26 05:26:25
2956,4563,2019-10-18 01:42:44
3963,4441,2019-04-23 18:06:52
2231,3804,2025-11-15 14:20:32
3465,4205,2019-09-03 08:28:36
4884,6075,2016-11-07 01:02:15
1790,6321,2011-10-24 18:55:29
3844,5054,2021-08-23 21:21:31
3691,4618,2010-03-07 05:44:50
4754,5712,2024-01-06 21:18:57
455,3720,2017-05-12 17:13:51
1055,3622,2023-11-03 19:16:04
3075,4224,2022-07-29 06:46:35
2860,3187,2011-09-11 08:07:19
985,4098,2025-08-27 02:08:04
4198,5253,2011-10-17 05:22:31
2585,4746,2014-06-28 06:48:51
1380,3360,2022-09-05 13:38:27
4908,4202,2015-06-07 03:21:48
267,3217,2012-01-12 05:36:17
4474,4047,2019-12-21 03:50:19
3705,5464,2010-01-27 16:14:29
2046,4094,2017-05-23 01:47:36
3173,3099,2014-09-13 02:10:57
4572,4728,2011-07-15 05:30:21
3108,4408,2025-12-13 06:53:04
1415,4630,2011-12-18 20:13:52
3531,3969,2022-11-13 20:40:01
2852,3601,2013-08-02 05:57:44
1733,3500,2022-05-09 16:48:06
2503,4208,2021-09-16 18:10:31
2487,4592,2024-09-07 17:12:00
4565,4578,2010-10-30 03:46:13
2387,3409,2015-07-20 10:48:38
2314,4009,2016-12-06 04:10:33
3732,4177,2015-09-04 04:15:24
2903,5422,2020-06-04 11:53:47
4047,4129,2025-03-15 20:36:16
2179,4568,2019-09-14 18:12:35
3052,5538,2015-07-02 20:17:02
1770,3173,2024-12-13 01:59:06
389,4216,2014-01-31 05:26:09
4120,5039,2021-08-10 15:56:48
2045,3709,2013-11-04 18:07:09
2123,4995,2021-07-23 04:17:06
2402,3824,2022-08-27 13:04:59
204,4403,2016-10-19 19:10:11
17,5207,2017-07-23 11:09:26
3762,4541,2010-05-15 03:46:49
945,5281,2015-01-21 21:23:26
557,3864,2018-01-27 15:52:56
2375,4077,2017-05-10 01:41:14
3586,4529,2012-07-30 15:32:00
3634,3822,2012-01-21 15:33:38
2516,4253,2020-10-18 11:05:59
165,5345,2020-03-26 17:33:25
1778,3578,2019-03-04 23:25:34
2818,3709,2025-03-18 13:52:36
1736,4143,2011-10-14 01:34:21
4176,4133,2014-06-23 05:57:21
2602,5197,2012-09-06 10:43:22
3010,5182,2018-02-15 19:24:02
1690,3450,2019-05-01 12:45:34
4631,4438,2025-05-18 21:01:14
1326,2710,2025-11-11 11:35:13
1349,5171,2012-07-05 05:38:27
1654,4326,2015-07-20 13:58:47
614,4009,2023-12-26 17:01:51
2734,4371,2018-02-10 21:13:27
2416,5244,2015-06-20 23:22:00
2031,3766,2020-06-10 02:05:38
3646,4293,2023-10-31 17:10:38
1281,4585,2019-01-16 00:09:37
3794,4129,2018-08-25 09:04:54
865,3661,2013-01-31 21:43:35
1342,4948,2014-01-26 12:47:28
754,3217,2023-08-26 18:35:29
2250,3297,2022-11-02 08:40:26
3496,4536,2023-03-16 23:19:34
1377,4911,2022-12-15 02:34:04
804,5228,2023-10-06 21:21:46
3381,5508,2013-03-29 09:08:58
633,4735,2021-11-09 20:07:17
3222,3737,2020-12-22 17:27:15
4110,3872,2011-02-15 04:58:00
3917,3514,2011-02-26 16:03:18
3151,4182,2020-01-26 02:41:58
3253,3794,2024-11-12 17:46:27
712,4396,2010-03-10 15:48:52
670,4896,2016-10-16 12:30:17
1613,5473,2021-11-17 18:14:44
3780,2843,2015-05-02 23:21:54
4961,3796,2013-08-31 18:39:37
263,4667,2011-12-09 20:43:37
4052,3578,2010-05-25 17:41:30
1239,4228,2011-05-03 00:33:40
2293,5550,2016-09-10 10:13:33
3238,4169,2019-08-19 17:58:28
3084,4698,2025-06-21 05:15:29
1131,3601,2023-12-11 07:17:26
288,4172,2013-03-09 02:07:21
3805,4757,2017-01-21 17:42:06
2404,3686,2010-05-05 17:35:24
1225,4759,2025-06-02 22:56:06
3096,4224,2014-03-22 08:42:32
549,4184,2022-01-15 12:19:19
3636,3323,2015-12-31 12:47:24
2140,3563,2022-10-18 15:50:27
2449,5810,2019-05-14 21:24:02
3011,4609,2014-05-24 01:37:42
2033,4847,2024-11-29 15:18:26
1000,3415,2018-06-07 17:04:22
4043,4049,2018-01-09 09:30:27
3950,4211,2022-03-05 23:32:06
3059,3710,2022-11-26 06:26:15
3514,4478,2020-02-23 09:20:59
4903,5105,2016-10-28 16:13:31
2415,3101,2012-07-27 19:53:57
397,5819,2014-11-03 12:10:44
4462,5241,2015-11-30 12:50:34
3058,4035,2017-11-19 12:56:39
361,4470,2023-05-26 20:55:34
2511,5029,2022-08-22 11:34:51
4305,4661,2015-11-26 07:47:40
2607,3678,2010-02-13 22:12:48
77,4651,2018-12-21 13:31:20
1745,4092,2015-02-27 22:10:32
1963,4366,2024-06-21 18:25:39
1511,4451,2013-12-14 19:50:28
4860,4727,2017-02-12 21:57:32
575,4775,2013-01-02 09:49:11
2164,4704,2017-03-22 11:51:52
244,3868,2015-07-27 23:31:37
1571,4305,2010-01-18 05:36:35
1077,3418,2019-07-08 00:55:38
4087,4234,2016-03-16 16:28:33
2063,4086,2013-10-18 21:42:36
1711,4119,2024-12-22 02:57:22
4441,4273,2016-07-24 05:04:03
2556,3788,2010-09-28 15:54:38
4216,4012,2020-02-09 21:30:26
4378,5406,2017-05-31 08:30:55
1980,4951,2016-07-21 11:06:37
2850,3418,2019-05-02 10:21:13
4375,3785,2014-05-12 07:49:28
678,5821,2025-11-29 13:53:38
291,5253,2023-06-06 15:56:41
979,5059,2011-07-06 11:18:39
4307,3267,2022-03-08 15:32:23
660,3940,2014-08-29 18:57:04
1206,5250,2022-01-07 03:37:15
473,4073,2016-03-23 11:34:51
1895,4077,2015-12-24 00:32:38
1347,4952,2012-03-26 23:35:03
2466,4040,2024-11-21 06:15:29
1679,5869,2023-05-21 19:44:01
4566,3977,2010-01-06 04:28:00
105,4221,2014-07-10 18:23:05
4789,5213,2012-12-01 07:29:55
367,4747,2024-09-22 14:14:36
332,3308,2021-06-21 22:58:14
3042,3366,2024-02-05 14:23:55
3913,4015,2019-09-11 23:57:04
802,5601,2010-10-08 22:33:36
3516,4301,2012-06-03 07:57:01
4448,3652,2020-07-25 02:48:51
1545,4650,2016-09-09 10:44:26
2616,4757,2019-03-08 03:12:07
1151,4157,2017-02-02 02:05:19
1439,3922,2018-01-18 22:33:09
4900,4465,2018-12-03 00:00:15
3044,3790,2013-07-30 07:45:33
1196,4926,2016-02-10 10:22:02
3893,5199,2010-08-02 20:48:57
1045,4930,2011-11-01 18:05:40
1194,4092,2015-03-19 15:49:11
4314,4515,2023-12-05 02:22:34
4382,5029,2023-08-24 13:12:02
720,4107,2011-12-27 05:33:49
2447,3433,2022-06-05 21:34:19
2248,3741,2025-06-25 09:34:02
3078,4898,2025-12-30 12:31:08
3943,3624,2010-10-30 17:32:08
3825,4782,2016-06-02 09:48:45
2146,4598,2021-05-20 16:59:08
2455,4534,2012-08-18 03:39:50
1286,3437,2025-06-14 20:01:10
4003,6404,2015-01-27 17:06:37
4267,4141,2023-12-16 19:20:42
3420,2794,2011-02-10 18:13:15
2273,3905,2013-01-09 20:44:43
2836,4311,2011-11-04 15:51:21
2579,4033,2014-09-18 19:44:30
744,4991,2013-05-25 21:40:53
3033,4522,2024-09-28 17:08:21
2407,3058,2012-09-08 14:51:07
3151,3273,2022-02-23 01:49:18
2174,5078,2020-07-27 11:18:26
2882,4149,2010-03-28 10:15:25
521,3770,2012-01-08 03:12:25
2983,4175,2023-12-15 16:21:01
1606,2774,2010-02-05 23:44:39
4630,4583,2018-04-08 06:49:31
278,4289,2022-01-16 03:31:44
578,3565,2012-05-17 14:32:22
2920,3662,2014-02-18 19:08:48
353,4584,2011-05-18 02:45:38
1291,4062,2018-05-22 10:00:53
3332,4181,2021-08-10 18:17:03
357,4491,2016-07-17 08:58:20
2650,4250,2011-03-17 14:12:15
4154,4493,2016-10-23 12:49:37
4758,3948,2018-12-04 14:27:01
1526,3238,2010-06-28 06:45:11
3152,4191,2020-09-14 17:15:00
725,4167,2020-02-07 04:48:27
342,4629,2023-09-15 12:10:15
1357,4987,2023-08-11 15:31:23
3815,3479,2014-12-22 01:21:50
2848,5780,2017-10-13 13:17:41
2595,5103,2021-01-27 07:35:54
3055,3902,2011-06-03 15:22:16
4618,3404,2010-04-21 05:30:48
2668,4068,2015-07-11 11:48:51
3691,4800,2023-05-25 22:48:29
1989,4832,2016-02-02 05:05:43
2529,3465,2022-07-13 12:42:49
3902,6283,2023-07-01 02:34:07
4657,4465,2022-10-07 09:22:08
1643,4985,2022-08-05 14:18:37
3763,3899,2017-01-05 07:41:59
920,3977,2013-09-04 09:58:31
4307,3804,2012-05-21 16:26:45
258,3826,2017-11-09 16:44:25
2670,3615,2010-02-09 07:11:30
1219,4140,2022-06-07 12:09:25
102,5758,2020-02-01 10:43:57
4792,5154,2020-11-09 23:18:06
3974,3940,2013-06-22 11:46:02
1653,3764,2023-09-15 00:24:15
2157,5507,2014-11-02 11:26:38
962,3394,2013-07-15 14:39:13
195,4038,2024-07-15 20:02:54
2917,3464,2016-08-06 09:59:13
1197,4836,2013-02-03 09:28:50
3419,3019,2010-04-18 21:42:04
4615,3747,2023-06-18 09:16:41
460,5526,2025-05-10 08:32:28
1152,3939,2021-11-01 06:38:05
3506,4005,2016-05-17 14:09:50
4676,4743,2010-03-20 00:29:40
1193,4674,2023-04-16 21:39:16
2848,5276,2017-03-05 15:15:14
4380,4037,2021-09-18 16:02:04
669,4108,2023-05-02 02:37:39
4121,5256,2014-09-08 16:59:42
2848,3712,2010-05-11 23:58:37
1173,4112,2024-10-04 06:45:40
1188,3543,2010-10-18 06:40:12
4898,4588,2016-12-09 14:57:30
398,5384,2013-01-08 21:25:22
3326,5568,2022-09-06 00:13:18
3866,3492,2017-01-14 16:34:32
3041,3607,2015-09-24 21:15:36
2097,4068,2013-06-03 15:38:42
2810,4623,2025-07-16 05:21:38
2161,5433,2024-10-30 21:02:55
2339,5042,2019-01-24 21:59:59
2177,3537,2012-02-12 20:30:55
889,4705,2010-03-05 00:10:30
4023,3601,2013-11-16 13:05:08
2432,4645,2010-07-04 09:28:29
694,3870,2020-02-05 17:27:48
4836,4249,2012-01-04 23:30:14
3613,5185,2012-05-17 09:31:51
4331,4970,2010-07-25 02:08:24
3925,4156,2015-11-12 01:40:48
1424,4319,2023-08-27 17:56:01
4389,4769,2015-06-15 15:23:59
3580,4571,2022-12-20 10:46:05
1810,4809,2025-08-15 16:56:58
2405,4619,2017-04-15 01:48:26
2932,5187,2018-10-24 10:44:27
4777,2788,2019-09-23 03:31:37
3074,3614,2017-04-12 16:50:40
2330,4300,2019-06-25 14:56:48
408,4250,2020-02-25 19:33:18
4347,4190,2017-03-06 05:22:34
3930,4173,2014-08-03 22:46:16
4119,3913,2021-05-05 20:25:23
3236,4695,2014-03-19 07:26:47
3591,4627,2014-05-08 18:26:26
638,4822,2024-07-03 09:20:08
264,5017,2019-08-04 05:16:51
2551,4545,2016-05-30 13:30:30
3833,5233,2024-08-03 00:28:05
4187,4054,2011-05-16 14:34:42
3337,4982,2016-09-14 00:10:06
3935,6300,2024-04-07 23:16:25
2771,4399,2014-12-25 18:34:08
3500,4845,2023-09-04 12:50:40
1186,3883,2017-05-07 11:15:16
588,4100,2025-05-08 01:31:23
2643,4357,2025-06-21 13:46:17
3761,4829,2010-06-08 11:17:54
135,3729,2012-01-16 01:42:27
166,3871,2025-12-14 23:00:44
389,3754,2019-04-10 09:39:27
2938,4762,2021-06-28 09:40:16
4066,4698,2013-05-26 20:18:52
822,3219,2013-12-27 22:13:34
2094,7257,2020-11-24 09:41:42
877,3693,2014-09-16 09:32:48
4396,4463,2017-11-08 00:49:54
160,4015,2012-05-09 19:19:30
4933,4146,2020-01-22 10:43:57
1533,3024,2022-08-04 20:31:50
574,4992,2013-09-29 10:53:05
3109,5265,2014-03-11 07:26:07
3591,4211,2016-11-03 09:07:26
618,4935,2011-09-06 16:27:23
2022,4944,2013-09-13 02:18:57
562,3197,2018-03-25 15:35:45
2798,3349,2012-04-07 21:59:46
3471,3291,2017-11-24 00:27:06
4185,4280,2016-10-18 06:07:23
53,4417,2012-02-01 11:51:09
4169,3999,2020-03-03 16:52:01
1505,4375,2011-09-17 11:53:24
1339,4289,2010-08-14 01:54:34
4722,5336,2024-05-07 08:26:31
3632,3969,2019-05-23 11:14:58
549,4845,2021-09-20 09:47:45
4529,4881,2024-08-20 17:48:31
1087,3387,2019-01-23 13:56:28
3482,4796,2019-03-21 05:09:38
3374,3982,2012-05-27 19:03:06
1749,6231,2017-02-15 19:43:51
4648,4912,2013-01-01 12:45:52
569,5101,2019-09-01 10:16:56
652,3617,2012-05-09 02:31:11
579,4311,2025-11-16 17:11:26
4471,4421,2023-02-22 05:34:10
2695,4594,2024-04-19 10:14:35
461,3969,2020-10-20 10:57:15
3104,4682,2017-01-05 03:03:47
4654,5459,2025-06-18 19:19:13
1074,5104,2024-10-23 08:26:14
2611,3989,2023-12-09 18:12:03
173,4224,2016-05-11 04:30:18
3295,4747,2022-12-20 17:03:04
3401,4602,2012-03-15 11:02:45
537,5189,2015-10-26 09:11:22
1837,3659,2024-06-15 09:02:30
2993,3197,2023-03-27 21:59:43
552,4110,2025-11-06 02:25:54
4201,4519,2012-05-24 02:19:08
1329,5142,2021-06-10 21:48:08
2240,4026,2020-04-26 09:31:38
2345,3950,2018-10-19 19:27:07
3022,5241,2012-05-04 02:56:17
3287,5400,2018-12-05 04:31:34
1914,5495,2017-11-02 02:38:16
3532,4474,2017-07-30 01:55:30
2024,6034,2013-03-21 03:54:46
2005,4025,2020-11-16 12:57:14
3458,3696,2023-08-11 02:04:16
3880,6308,2013-12-15 01:57:13
2665,4223,2017-11-22 11:55:54
426,4363,2014-08-27 04:22:37
3667,5250,2023-06-25 05:10:23
1039,5222,2022-10-23 12:32:58
669,6199,2022-05-03 06:34:52
2343,4645,2018-01-05 23:45:16
3978,5367,2012-03-18 07:00:09
4851,3801,2021-04-04 13:04:21
3280,3709,2012-12-25 20:34:48
2993,5275,2024-10-18 13:29:11
4300,5693,2021-12-24 23:53:18
3272,2214,2020-06-19 08:30:59
1120,3135,2015-02-09 06:08:58
591,4345,2010-09-23 19:50:27
1318,3372,2017-06-28 03:44:33
1271,4498,2011-02-04 08:18:35
2147,2582,2025-08-03 03:52:09
3123,5162,2010-07-04 08:38:47
3235,3877,2019-03-22 07:07:06
2043,3813,2022-08-22 19:04:43
4453,4327,2022-09-30 11:10:39
2437,5333,2023-02-01 21:06:51
385,4843,2021-10-20 18:37:08
939,4082,2015-05-12 09:19:34
1790,5844,2020-12-02 07:49:03
3262,4225,2012-05-17 10:41:18
622,4071,2011-05-22 11:21:09
1417,4825,2022-02-07 22:58:14
3251,4667,2012-06-07 11:51:32
4186,5401,2016-03-02 20:20:22
1440,2558,2024-09-17 14:39:54
3781,4686,2025-10-08 19:39:31
4825,5096,2017-06-16 02:19:08
853,3663,2021-04-25 14:18:25
3497,4070,2025-05-17 02:02:31
1678,4061,2019-03-22 15:54:51
2158,3968,2013-07-11 07:27:47
1841,5325,2018-09-18 13:15:14
4287,4670,2017-07-01 12:17:32
2933,4550,2020-06-25 07:47:13
1795,6331,2023-01-16 21:26:37
3770,2352,2015-06-30 01:43:57
4194,4398,2017-03-05 07:25:05
960,3832,2010-10-14 22:15:49
356,5826,2015-04-18 07:00:28
2039,5070,2012-10-26 03:36:27
3127,5734,2010-04-26 22:48:20
3600,3574,2015-11-11 16:57:33
465,3637,2015-08-17 13:43:22
848,2770,2010-04-27 06:42:47
4875,4574,2013-04-24 23:26:19
1309,4470,2020-07-09 07:58:43
2149,2999,2019-05-18 23:35:16
4395,3895,2019-08-15 07:50:00
596,3396,2018-09-26 06:07:49
4932,2755,2014-10-03 01:17:34
1191,4688,2011-09-10 12:52:46
2275,5645,2022-07-21 18:55:29
3195,4601,2019-01-14 05:33:10
1358,5783,2018-01-27 11:37:15
399,3535,2012-09-07 08:33:35
1092,4363,2012-12-04 07:24:08
4189,4628,2018-05-10 21:58:44
2918,3696,2012-06-27 03:14:45
1627,5024,2025-01-20 12:57:21
701,2732,2012-07-31 22:50:30
2431,5139,2020-07-23 14:12:46
2630,3378,2021-07-26 05:07:29
2324,3952,2013-08-28 16:41:28
1487,3626,2020-07-02 09:25:27
4058,4312,2022-06-02 19:42:11
3668,3655,2024-08-05 19:25:46
4575,3722,2017-02-05 20:57:13
3840,4883,2020-01-26 08:27:42
3950,4859,2013-01-29 09:53:43
440,4768,2011-02-03 12:29:08
4676,5432,2020-11-18 08:46:21
4932,4912,2012-07-25 18:47:46
278,3867,2010-12-11 21:32:28
2937,4100,2017-10-26 02:34:00
228,4340,2017-04-24 00:13:24
3123,4159,2015-10-31 09:01:07
595,4328,2015-01-29 05:07:38
1237,3924,2018-04-13 16:19:54
4303,5497,2025-05-20 18:46:53
732,5078,2014-12-04 01:58:21
2821,5286,2015-04-27 11:58:34
1408,4887,2014-01-08 01:28:35
437,4489,2025-01-27 14:12:38
2826,4021,2013-01-14 02:30:38
3227,4706,2011-01-15 08:19:26
1605,4657,2017-07-10 19:39:39
3335,3087,2017-07-29 11:40:38
4596,4042,2025-06-10 05:32:56
1769,5258,2014-04-07 15:22:10
2893,4058,2020-09-26 23:50:18
3994,3422,2024-11-29 03:48:28
2560,4874,2013-02-11 19:27:12
296,4589,2012-10-25 08:36:23
4051,3573,2024-02-19 00:55:19
4818,4192,2024-06-29 02:16:53
1864,4889,2011-09-03 10:45:18
4786,4033,2020-01-11 13:39:12
1683,5548,2021-03-12 21:23:44
2559,3721,2020-11-24 06:45:28
116,4803,2013-08-05 10:57:06
3243,3684,2013-06-23 02:16:20
2814,5133,2010-06-16 10:16:16
185,3692,2024-04-07 11:28:37
1309,3753,2021-03-29 22:31:02
4095,4316,2016-09-21 14:28:32
3061,4691,2023-02-06 14:23:43
4407,4129,2017-07-29 22:31:24
4481,4595,2024-10-17 14:02:51
532,4153,2023-12-23 00:11:29
4524,5149,2021-12-02 21:34:56
3407,3893,2014-03-07 20:09:28
435,4973,2023-04-23 21:53:09
3626,4304,2013-07-24 11:53:46
2981,6096,2011-07-27 14:46:17
3205,2753,2020-12-24 16:18:56
60,5060,2012-10-22 10:48:49
2619,4119,2013-05-24 23:25:01
1874,5254,2011-12-23 10:08:28
687,4371,2025-09-14 17:17:06
4601,5249,2017-11-07 17:02:35
1959,4997,2025-07-26 14:28:42
4358,5129,2024-07-16 21:52:32
3262,5957,2016-09-26 19:23:46
1399,4879,2015-08-25 20:27:14
1953,4830,2021-12-28 06:50:05
2988,4852,2012-09-24 23:15:57
2987,5549,2022-06-18 13:29:58
3442,5154,2017-03-31 08:00:39
1844,6288,2020-04-21 06:20:14
3655,4575,2016-05-12 04:10:13
2325,4572,2015-07-12 17:48:38
3072,3464,2022-04-04 03:30:19
1171,4345,2015-08-31 21:09:25
2663,5487,2010-11-12 20:50:52
1345,4863,2022-03-02 12:36:33
617,4803,2014-06-16 12:21:11
2365,3694,2017-12-29 22:58:55
2973,4667,2014-04-19 14:39:55
2022,5344,2019-02-11 22:58:30
4901,5307,2014-06-29 13:36:23
4640,4306,2018-03-02 23:01:29
2349,3915,2017-01-07 09:07:57
3704,3819,2013-11-27 21:32:30
1721,5440,2022-12-11 08:57:20
1381,4263,2023-12-31 20:57:40
1197,3780,2020-05-24 22:17:40
3630,4257,2017-10-26 14:31:47
178,5033,2014-11-07 11:19:10
993,4361,2024-08-26 07:25:57
133,3772,2019-03-05 22:18:49
873,4738,2020-08-12 21:00:56
501,5598,2024-04-11 04:59:31
976,3936,2011-10-08 21:18:11
3831,3743,2013-04-21 05:54:06
4552,3688,2024-12-18 10:28:40
4506,4194,2011-12-18 14:44:02
2147,5277,2013-01-18 10:32:34
632,4341,2020-02-11 11:51:43
1090,5379,2016-05-31 11:03:58
2547,3189,2010-02-08 07:30:00
467,3828,2018-10-16 12:41:02
3092,4209,2021-11-23 07:23:51
1447,4902,2021-11-02 05:51:38
982,4517,2013-04-19 16:53:30
1490,3830,2024-10-29 11:44:56
4899,5050,2010-10-27 01:23:59
1006,4691,2016-10-09 06:08:32
4442,5221,2023-01-28 04:43:36
3884,4500,2022-08-07 11:59:53
864,4331,2019-10-27 02:10:15
257,4646,2017-01-11 02:02:20
1700,4464,2019-06-03 22:58:49
4802,5485,2017-08-23 22:56:13
3151,5262,2017-06-05 17:38:21
4569,3131,2018-05-06 23:04:38
4040,3942,2023-12-16 17:31:19
1173,4146,2016-07-05 10:44:54
222,5292,2015-12-27 04:01:02
2594,4528,2024-03-23 05:00:01
2517,5386,2015-02-27 06:56:58
2012,4203,2011-06-08 05:08:19
4312,3753,2023-06-22 05:54:22
2498,5291,2019-02-11 18:43:03
175,4639,2024-03-26 08:31:44
3091,4586,2018-02-18 04:09:44
3252,5426,2024-08-01 23:18:31
569,5116,2014-04-05 02:27:55
3726,4775,2015-01-11 21:28:59
4349,3527,2018-06-09 08:51:19
2611,3388,2025-05-13 10:04:17
4463,4580,2017-10-11 20:32:38
1060,4892,2025-06-01 03:55:40
3721,6076,2023-12-24 20:36:17
3562,6322,2017-07-12 23:32:39
1478,3894,2024-02-10 14:03:11
2772,3445,2023-06-20 23:58:40
2,4182,2013-02-27 12:15:30
3430,3639,2024-09-01 10:50:44
4934,4585,2020-08-06 18:02:27
225,3294,2023-06-20 17:21:27
3632,4577,2021-07-12 12:39:07
